ImageId,EncodedPixels
1d9eacb3161f1e2b45550389ecf7c535c7199c6b44b1c6a46303f7b965e508f1,21109 10 21630 14 22154 16 22677 17 23200 19 23725 19 24250 18 24774 19 25300 17 25826 15 26357 8 26884 4
1d9eacb3161f1e2b45550389ecf7c535c7199c6b44b1c6a46303f7b965e508f1,83460 2 83984 2 84508 2
1d9eacb3161f1e2b45550389ecf7c535c7199c6b44b1c6a46303f7b965e508f1,103905 2 104425 6 104948 7 105472 7 105996 7
1d9eacb3161f1e2b45550389ecf7c535c7199c6b44b1c6a46303f7b965e508f1,85044 3 85565 7 86087 9 86611 9 87135 9 87660 8 88185 6 88712 2
1d9eacb3161f1e2b45550389ecf7c535c7199c6b44b1c6a46303f7b965e508f1,154769 2 155292 5 155816 5 156340 6 156864 7 157388 7 157912 7 158437 6 158961 6 159486 5 160010 5 160534 5 161059 3 161583 2
1d9eacb3161f1e2b45550389ecf7c535c7199c6b44b1c6a46303f7b965e508f1,118096 1 118620 1 119143 2 119667 2 120191 2
1d9eacb3161f1e2b45550389ecf7c535c7199c6b44b1c6a46303f7b965e508f1,175390 6 175913 8 176435 11 176959 10 177483 9 178007 8 178532 5 179057 2
1d9eacb3161f1e2b45550389ecf7c535c7199c6b44b1c6a46303f7b965e508f1,166491 5 167015 6 167538 7 168062 7 168588 3
1d9eacb3161f1e2b45550389ecf7c535c7199c6b44b1c6a46303f7b965e508f1,150798 6 151320 9 151844 9 152368 9 152891 9 153415 9 153939 9 154464 7
1d9eacb3161f1e2b45550389ecf7c535c7199c6b44b1c6a46303f7b965e508f1,160238 1 160760 4 161283 6 161807 8 162331 9 162854 11 163377 13 163901 13 164426 12 164951 11 165475 11 165999 11 166523 11 167047 11 167571 10 168098 1
1d9eacb3161f1e2b45550389ecf7c535c7199c6b44b1c6a46303f7b965e508f1,92651 4 93173 7 93696 8 94220 9 94743 11 95267 12 95792 12 96316 12 96840 12 97364 12 97890 8 98416 3
1d9eacb3161f1e2b45550389ecf7c535c7199c6b44b1c6a46303f7b965e508f1,59647 3 60170 6 60694 7 61218 6 61742 5 62267 3
1d9eacb3161f1e2b45550389ecf7c535c7199c6b44b1c6a46303f7b965e508f1,108907 4 109429 6 109953 7 110476 8 111000 9 111524 9 112048 9 112575 3
1d9eacb3161f1e2b45550389ecf7c535c7199c6b44b1c6a46303f7b965e508f1,73823 13 74346 16 74869 20 75392 23 75917 23 76442 23 76966 23 77491 22 78016 21 78542 19 79068 17 79593 16 80119 14 80644 13 81169 11 81693 10 82217 10 82740 11 83263 12 83787 12 84311 12 84835 12 85359 12 85883 12 86407 12 86931 12 87455 10 87980 8 88506 4
1d9eacb3161f1e2b45550389ecf7c535c7199c6b44b1c6a46303f7b965e508f1,43976 3 44499 5 45023 4 45547 4 46071 4 46595 4 47119 4 47641 6 48165 6 48689 6 49213 6 49736 7 50260 7 50784 7 51308 7 51831 8 52355 8 52879 7 53403 6 53928 4
1d9eacb3161f1e2b45550389ecf7c535c7199c6b44b1c6a46303f7b965e508f1,25646 5 26169 7 26692 8 27216 9 27740 9 28262 10 28786 9 29310 7 29834 7 30358 6 30882 5 31406 5 31930 4 32455 3 32979 2 33503 1
1d9eacb3161f1e2b45550389ecf7c535c7199c6b44b1c6a46303f7b965e508f1,34550 4 35074 4 35598 5 36122 6 36648 5 37174 3
1d9eacb3161f1e2b45550389ecf7c535c7199c6b44b1c6a46303f7b965e508f1,135690 3 136213 4 136738 3
1d9eacb3161f1e2b45550389ecf7c535c7199c6b44b1c6a46303f7b965e508f1,70204 1 70728 1
1d9eacb3161f1e2b45550389ecf7c535c7199c6b44b1c6a46303f7b965e508f1,159284 1
1ef68e93964c2d9230100c1347c328f6385a7bc027879dc3d4c055e6fe80cb3c,11788 7 12043 9 12298 12 12554 12 12810 12 13066 13 13322 13 13578 12 13834 12 14090 11 14347 9 14604 7 14861 5
1ef68e93964c2d9230100c1347c328f6385a7bc027879dc3d4c055e6fe80cb3c,5649 6 5903 10 6158 11 6414 12 6669 13 6924 14 7180 14 7436 14 7692 14 7948 13 8204 13 8461 11
1ef68e93964c2d9230100c1347c328f6385a7bc027879dc3d4c055e6fe80cb3c,41238 3 41494 5 41744 2 41750 6 41999 5 42006 7 42254 16 42510 16 42766 17 43022 17 43278 16 43535 15 43791 15 44047 14 44303 5 44311 5 44560 3 44568 2
1ef68e93964c2d9230100c1347c328f6385a7bc027879dc3d4c055e6fe80cb3c,18203 5 18453 11 18709 12 18966 11 19222 11 19478 11 19734 11 19990 11 20246 11 20502 10 20759 8 21016 6
1ef68e93964c2d9230100c1347c328f6385a7bc027879dc3d4c055e6fe80cb3c,31516 7 31528 3 31771 9 31783 5 32025 12 32038 7 32280 22 32535 23 32791 24 33046 25 33301 17 33320 7 33557 17 33577 6 33814 16 33833 7 34070 15 34089 7 34326 14 34345 7 34583 13 34602 6 34841 11 34858 5 35102 3 35115 3
1ef68e93964c2d9230100c1347c328f6385a7bc027879dc3d4c055e6fe80cb3c,12329 1 12584 3 12839 4 13094 6 13349 7 13604 8 13860 8 14115 9 14371 9 14627 9 14883 9 15139 9 15395 9 15652 8 15908 8 16165 7 16422 5
1ef68e93964c2d9230100c1347c328f6385a7bc027879dc3d4c055e6fe80cb3c,62791 3 63044 9 63298 11 63554 12 63810 12 64066 12 64322 12 64578 12 64834 11 65091 9 65348 8
1ef68e93964c2d9230100c1347c328f6385a7bc027879dc3d4c055e6fe80cb3c,8277 6 8523 6 8533 7 8778 8 8789 7 9033 20 9289 21 9544 22 9800 21 10056 20 10312 17 10569 13 10825 13 11081 13 11337 14 11593 15 11849 15 12105 15 12361 15 12618 13 12875 11 13134 6 13392 3
1ef68e93964c2d9230100c1347c328f6385a7bc027879dc3d4c055e6fe80cb3c,18775 5 19028 10 19283 13 19538 14 19793 16 20049 17 20304 18 20561 17 20817 17 21073 17 21330 16 21586 16 21843 14 22101 11
1ef68e93964c2d9230100c1347c328f6385a7bc027879dc3d4c055e6fe80cb3c,12143 6 12399 7 12655 7 12910 8 13165 9 13421 10 13678 8 13934 8 14191 7
1ef68e93964c2d9230100c1347c328f6385a7bc027879dc3d4c055e6fe80cb3c,12413 3 12667 7 12923 9 13179 10 13435 11 13691 11 13947 12 14203 12 14460 11 14717 10 14976 6
1ef68e93964c2d9230100c1347c328f6385a7bc027879dc3d4c055e6fe80cb3c,134 11 390 10 648 6
1ef68e93964c2d9230100c1347c328f6385a7bc027879dc3d4c055e6fe80cb3c,1422 4 1677 6 1932 8 2186 13 2441 14 2697 14 2954 13 3211 11 3468 9 3730 2
1ef68e93964c2d9230100c1347c328f6385a7bc027879dc3d4c055e6fe80cb3c,23437 3 23692 5 23948 6 24205 6 24462 5 24718 4 24976 1
1ef68e93964c2d9230100c1347c328f6385a7bc027879dc3d4c055e6fe80cb3c,20368 7 20623 9 20878 10 21134 10 21390 10 21646 10 21902 10 22159 9 22415 9 22672 8 22928 8 23186 5
1ef68e93964c2d9230100c1347c328f6385a7bc027879dc3d4c055e6fe80cb3c,9628 7 9883 10 10138 12 10393 13 10648 15 10902 17 11158 17 11413 17 11668 18 11924 17 12180 17 12437 14 12694 12 12950 12 13206 11 13463 9 13720 6
1ef68e93964c2d9230100c1347c328f6385a7bc027879dc3d4c055e6fe80cb3c,17824 3 18080 5 18336 7 18592 7 18848 7 19104 6 19361 4 19617 3
1ef68e93964c2d9230100c1347c328f6385a7bc027879dc3d4c055e6fe80cb3c,23970 4 24225 7 24481 8 24736 9 24992 9 25248 9 25505 8 25761 7 26018 6 26277 1
1ef68e93964c2d9230100c1347c328f6385a7bc027879dc3d4c055e6fe80cb3c,167 7 422 9 678 9 933 11 1188 12 1444 12 1700 13 1956 13 2211 14 2468 12 2726 9
1ef68e93964c2d9230100c1347c328f6385a7bc027879dc3d4c055e6fe80cb3c,13482 3 13737 5 13992 7 14246 9 14502 9 14758 8 15014 8 15270 7 15526 6 15783 4
1ef68e93964c2d9230100c1347c328f6385a7bc027879dc3d4c055e6fe80cb3c,7103 1 7358 3 7611 6 7865 9 8119 11 8374 12 8630 12 8886 12 9142 12 9398 12 9655 11 9911 10 10167 10 10424 7 10681 5
1ef68e93964c2d9230100c1347c328f6385a7bc027879dc3d4c055e6fe80cb3c,5823 3 6079 3 6336 1
1ef68e93964c2d9230100c1347c328f6385a7bc027879dc3d4c055e6fe80cb3c,219 1
1ef68e93964c2d9230100c1347c328f6385a7bc027879dc3d4c055e6fe80cb3c,6393 3 6648 5 6898 2 6903 7 7153 14 7408 15 7664 15 7919 16 8175 16 8431 16 8686 17 8943 16 9199 16 9455 15 9712 14 9968 13 10224 12 10481 10 10737 9 10994 6
1ef68e93964c2d9230100c1347c328f6385a7bc027879dc3d4c055e6fe80cb3c,20471 2 20726 4 20735 2 20982 5 20990 3 21238 6 21245 4 21494 11 21750 11 22006 11 22262 11 22518 11 22774 11 23031 10 23288 9 23545 8 23801 8 24059 6
1ef68e93964c2d9230100c1347c328f6385a7bc027879dc3d4c055e6fe80cb3c,2043 5 2296 9 2552 9 2807 10 3063 10 3320 9 3576 9 3833 8 4090 7 4348 4
259b35151d4a7a5ffdd7ab7f171b142db8cfe40beeee67277fac6adca4d042c4,20009 2 20518 8 21029 10 21540 11 22051 13 22076 2 22562 16 22587 3 23074 20 23096 7 23585 30 24097 30 24609 29 25121 28 25634 26 26146 9 26162 9 26659 5 27171 5 27684 2
259b35151d4a7a5ffdd7ab7f171b142db8cfe40beeee67277fac6adca4d042c4,30287 1 30798 3 31307 6 31818 7 32329 8 32840 9 33352 9 33863 9 34374 9 34886 9 35397 9 35903 13 36414 13 36925 13 37430 18 37942 17 38453 17 38959 22 39470 22 39983 20 40496 4 41009 2
259b35151d4a7a5ffdd7ab7f171b142db8cfe40beeee67277fac6adca4d042c4,246 7 255 15 755 27 1265 30 1774 34 2285 36 2798 34 3311 32 3824 31 4337 29 4850 24 5363 20 5876 17 6395 5
259b35151d4a7a5ffdd7ab7f171b142db8cfe40beeee67277fac6adca4d042c4,190296 6 190808 7 191320 8 191832 9 192344 10 192857 10 193369 11 193881 12 194394 11 194908 10 195420 10 195934 8 196447 12 196959 13 197473 13 197987 12 198500 12 199013 12 199525 13 200038 12 200551 12 201063 12 201576 12 202088 13 202601 12 203113 12 203626 11 204138 11 204651 9 205164 8 205677 7 206190 5 206704 3 207217 2
295682d9eb5acb5c1976a460c085734bfaf38482b0a3f02591c2bfdcd4128549,59474 8 59728 10 59984 10 60240 10 60496 10 60752 10 61008 10 61265 9 61523 7 61780 5
295682d9eb5acb5c1976a460c085734bfaf38482b0a3f02591c2bfdcd4128549,17788 3 18043 8 18299 9 18555 9 18811 8 19068 7 19327 2
295682d9eb5acb5c1976a460c085734bfaf38482b0a3f02591c2bfdcd4128549,23441 8 23697 8 23952 10 24208 11 24464 12 24721 11 24977 12 25235 11 25492 10 25749 10 26006 9 26263 8 26519 8 26775 7 27032 6 27289 4
295682d9eb5acb5c1976a460c085734bfaf38482b0a3f02591c2bfdcd4128549,38811 3 39065 6 39321 7 39577 7 39832 9 40088 9 40344 10 40600 10 40856 10 41112 10 41369 9 41625 9 41881 9 42137 10 42393 10 42650 9 42907 9 43163 8 43420 7 43677 5
295682d9eb5acb5c1976a460c085734bfaf38482b0a3f02591c2bfdcd4128549,33704 5 33959 7 34215 8 34470 9 34726 10 34982 9 35239 8 35496 6 35752 6 36008 6 36264 6 36517 10 36772 12 37028 12 37284 12 37540 12 37796 11 38052 10 38309 8 38566 6 38824 2
295682d9eb5acb5c1976a460c085734bfaf38482b0a3f02591c2bfdcd4128549,10671 3 10926 5 11182 6 11438 7 11694 7 11949 9 12204 10 12460 10 12716 10 12971 11 13227 10 13482 10 13738 10 13994 9 14250 8 14506 7 14763 5
295682d9eb5acb5c1976a460c085734bfaf38482b0a3f02591c2bfdcd4128549,12987 8 13241 11 13497 12 13752 13 14007 15 14263 15 14519 14 14775 13 15031 11 15287 10 15543 9 15799 8 16056 5
295682d9eb5acb5c1976a460c085734bfaf38482b0a3f02591c2bfdcd4128549,15812 2
295682d9eb5acb5c1976a460c085734bfaf38482b0a3f02591c2bfdcd4128549,62936 4 63188 11 63443 13 63698 15 63953 17 64209 17 64465 18 64721 18 64978 17 65234 17 65491 15
31f1fbe85b8899258ea5bcf5f93f7ac8238660c386aeab40649c715bd2e38a0a,27688 2 27942 4 28197 6 28453 7 28708 8 28964 7 29220 6 29476 5
31f1fbe85b8899258ea5bcf5f93f7ac8238660c386aeab40649c715bd2e38a0a,24879 3 25134 5 25389 7 25644 9 25900 11 26157 12 26414 11 26670 11 26926 11 27183 10 27439 10 27695 9 27951 8 28208 5
31f1fbe85b8899258ea5bcf5f93f7ac8238660c386aeab40649c715bd2e38a0a,16964 5 17212 14 17466 16 17719 20 17972 25 18228 26 18484 27 18741 17 18766 1 18998 12 19256 11 19514 12 19771 13 20027 13 20286 10 20544 7
31f1fbe85b8899258ea5bcf5f93f7ac8238660c386aeab40649c715bd2e38a0a,37969 4 38223 7 38478 9 38733 12 38988 15 39244 15 39499 17 39755 17 40010 18 40266 17 40522 17 40779 15 41041 4
31f1fbe85b8899258ea5bcf5f93f7ac8238660c386aeab40649c715bd2e38a0a,14452 11 14706 14 14960 17 15216 17 15472 17 15728 17 15984 16 16240 16 16497 14 16755 10
31f1fbe85b8899258ea5bcf5f93f7ac8238660c386aeab40649c715bd2e38a0a,37264 3 37518 7 37772 10 38027 12 38282 13 38537 14 38793 13 39049 11 39305 8 39561 8 39817 7 40074 5 40330 4
31f1fbe85b8899258ea5bcf5f93f7ac8238660c386aeab40649c715bd2e38a0a,39828 1 40082 4 40337 4 40593 3
31f1fbe85b8899258ea5bcf5f93f7ac8238660c386aeab40649c715bd2e38a0a,12796 5 13051 6 13307 6 13563 6 13819 6 14075 6 14332 5 14589 4 14847 1
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,23363 2 23880 6 24397 10 24915 13 25434 14 25952 15 26470 18 26989 19 27508 19 28027 20 28546 21 29065 21 29584 21 30103 21 30622 21 31141 21 31661 20 32180 20 32700 19 33219 19 33738 19 34257 19 34777 18 35297 17 35817 16 36336 14 36857 11 37378 8
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,108997 4 109515 8 110034 9 110552 11 111071 12 111589 14 112108 15 112626 17 113145 17 113664 17 114183 17 114702 19 115221 19 115740 19 116259 19 116777 20 117296 21 117814 23 118333 22 118852 22 119371 21 119890 21 120409 21 120928 20 121447 4 121455 10 121967 1 121977 7 122486 1
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,45703 5 46220 9 46739 11 47258 12 47776 14 48294 16 48813 16 49332 16 49851 18 50370 18 50889 18 51408 18 51927 18 52446 18 52965 18 53484 18 54004 17 54524 16 55043 16 55562 16 56081 16 56600 16 57119 16 57638 16 58157 14 58676 14 59195 14 59714 13 60235 10 60754 9 61274 7 61795 3
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,93972 5 94489 11 95006 15 95525 16 96044 18 96563 18 97082 18 97601 19 98120 19 98639 19 99158 19 99677 20 100197 19 100717 19 101236 19 101755 19 102275 18 102795 17 103315 16 103835 15 104354 15 104872 15 105390 15 105908 15 106426 16 106945 16 107464 16 107983 17 108502 19 109021 19 109540 19 110059 19 110578 20 111097 20 111616 20 112135 21 112655 20 113175 19 113694 18 114214 16 114734 15 115254 14 115773 14 116294 11 116814 9 117335 6 117856 2
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,71676 7 72193 12 72710 16 73229 16 73748 18 74266 20 74784 22 75303 23 75823 24 76343 23 76862 23 77381 24 77900 25 78421 23 78940 23 79461 21 79981 20 80502 18 81023 16 81543 13 82063 11 82582 9 83097 13 83614 16 84131 20 84649 23 85168 25 85687 26 86206 27 86725 28 87244 28 87763 30 88283 29 88803 28 89323 27 89844 25 90365 23 90884 23 91407 19 91928 17 92449 15 92970 13 93491 12 94012 12 94531 14 95049 17 95567 19 96086 20 96605 21 97124 23 97644 22 98164 21 98683 23 99203 22 99723 21 100242 21 100763 19 101284 18 101804 17 102324 15 102844 14 103363 14 103883 13 104403 12 104923 9 105446 2
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,126174 3 126690 10 127207 14 127724 16 128243 18 128762 19 129281 20 129799 22 130318 24 130838 22
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,97630 6 98147 9 98665 11 99183 12 99702 13 100221 16 100738 18 101257 19 101778 19 102297 19 102817 18 103337 17 103857 16 104378 14 104897 14 105418 11 105939 8 106461 3
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,22380 4 22896 11 23414 14 23933 16 24452 18 24971 19 25490 21 26008 23 26528 23 27047 23 27566 25 28085 25 28604 25 29123 25 29643 24 30163 23 30683 22 31203 20 31723 18 32244 15 32765 11
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,56126 7 56644 10 57163 11 57681 13 58200 15 58719 17 59237 18 59756 20 60275 20 60794 20 61314 20 61833 21 62352 22 62872 21 63391 21 63910 21 64429 21 64948 21 65468 20 65988 19 66507 19 67027 18 67547 17 68067 16 68588 12 69109 9
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,76 36 115 13 595 57 1117 30 1154 15 1637 29 1674 15 2156 33 2192 17 2675 16 2697 10 2711 19 3194 14 3230 20 3713 13 3750 19 4232 14 4260 5 4269 20 4749 16 4771 38 4818 4 5265 19 5289 40 5335 8 5784 19 5808 42 5853 10 6302 20 6327 55 6820 17 6843 14 6859 5 6866 35 7339 15 7361 22 7387 33 7858 14 7879 22 7906 33 8377 14 8399 21 8425 33 8896 14 8919 22 8944 32 9415 14 9438 56 9934 13 9957 23 9982 31 10453 13 10477 13 10493 6 10501 31 10972 12 10997 12 11014 3 11021 30 11491 12 11516 13 11535 1 11541 29 12010 11 12036 14 12061 28 12530 10 12556 14 12580 28 13050 9 13076 16 13100 28 13572 4 13595 15 13620 4 13626 22 14116 14 14139 5 14145 24 14635 15 14658 32 15156 14 15177 33 15676 13 15696 34 16196 14 16215 35 16715 15 16734 17 16752 17 17235 15 17254 13 17273 15 17754 16 17775 11 17792 17 18273 17 18297 7 18310 18 18794 16 18818 3 18829 18 19313 16 19347 21 19832 16 19866 21 20352 16 20382 25 20872 15 20898 28 21392 15 21413 32 21913 13 21930 34 22432 14 22447 36 22953 25 22982 20 23472 25 23501 21 23993 24 24018 24 24512 49 25032 48 25553 48 26072 48 26593 46 27112 48 27631 48 28151 48 28671 48 29190 50 29709 51 30229 50 30749 50 31269 50 31790 48 32310 47 32830 48 33351 47 33871 46 34392 44 34911 46 35431 45 35951 45 36470 46 36989 46 37510 45 38030 45 38550 45 39071 27 39101 14 39591 27 39621 14 40112 26 40141 15 40631 47 41151 47 41671 47 42191 46 42711 45 43231 44 43750 44 44269 44 44788 44 45308 45 45828 44 46347 44 46866 46 47386 46 47906 45 48425 45 48945 14 48963 28 49464 14 49482 28 49985 12 50001 28 50504 14 50519 31 51008 8 51024 45 51525 13 51543 45 52043 16 52062 46 52561 67 53080 68 53599 70 54118 19 54139 49 54637 19 54660 47 55156 19 55181 47 55675 19 55701 46 56196 17 56220 47 56716 16 56740 47 57235 14 57260 47 57757 8 57779 48 58298 49 58817 51 59336 60 59856 59 60376 59 60895 60 61414 61 61934 61 62453 62 62972 62 63493 60 64012 60 64531 60 65050 59 65570 57 66090 56 66609 56 67129 55 67649 54 68168 54 68688 53 69207 53 69726 53 70245 53 70765 54 71285 53 71805 54 72324 54 72845 54 73366 53 73886 53 74406 53 74925 53 75446 51 75965 51 76486 49 77005 49 77524 50 78044 50 78564 49 79084 48 79603 48 80122 48 80641 49 81160 50 81680 50 82200 49 82719 49 83238 49 83759 47 84278 48 84798 48 85318 47 85838 47 86357 48 86876 48 87397 47 87916 48 88435 49 88954 49 89475 49 89994 49 90513 49 91032 22 91057 25 91551 22 91579 23 92072 20 92098 23 92591 20 92617 24 93111 20 93135 26 93630 50 94150 49 94670 49 95189 49 95708 50 96227 51 96746 51 97265 51 97784 51 98303 52 98822 53 99342 52 99862 52 100381 53 100900 53 101419 22 101444 28 101938 21 101964 28 102458 20 102484 27 102978 19 103004 28 103497 20 103524 27 104016 20 104043 27 104536 20 104559 31 105057 53 105576 53 106095 53 106614 54 107133 21 107158 30 107654 19 107678 29 108173 18 108197 29 108692 19 108716 30 109212 18 109235 32 109732 19 109755 31 110251 19 110275 30 110771 18 110796 29 111291 17 111319 26 111362 4 111811 16 111838 26 111880 7 112330 16 112357 26 112398 10 112849 16 112875 27 112916 12 113368 17 113393 30 113435 14 113889 17 113912 30 113954 14 114408 19 114431 30 114472 15 114927 21 114950 30 114991 15 115447 20 115471 29 115509 16 115967 19 115990 30 116028 16 116486 19 116509 31 116547 15 117006 18 117028 31 117067 13 117527 17 117546 33 117586 12 118046 53 118104 13 118566 55 118622 13 119086 67 119605 66 120124 65 120645 62 121164 61 121683 60 122202 60 122721 59 123240 59 123761 56 124281 16 124301 35 124800 17 124821 34 125319 17 125341 33 125840 15 125861 32 126359 16 126380 32 126878 53 127397 53 127916 53 128436 18 128455 33 128956 16 128976 31 129475 16 129507 20 129995 17 130027 20 130515 18 130546 20 131075 9
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,108556 9 109072 14 109591 14 110110 14 110628 17 111146 18 111665 18 112184 18 112704 17 113224 16 113743 16 114262 16 114781 16 115301 14 115821 12 116341 10 116863 5
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,116362 2 116878 9 117395 11 117911 16 118430 16 118948 21 119466 24 119985 25 120504 26 121023 26 121542 28 122059 30 122578 30 123097 30 123616 30 124135 30 124654 30 125173 30 125692 30 126211 9 126223 18 126730 9 126742 18 127250 7 127261 18 127780 18 128298 19 128817 19 129337 18 129857 17 130376 16 130896 13
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,41118 7 41637 9 42154 11 42673 13 43191 14 43710 14 44227 16 44746 16 45265 16 45784 16 46303 16 46820 18 47339 18 47858 18 48377 18 48896 18 49415 18 49934 18 50453 18 50972 18 51490 18 52008 18 52527 18 53046 17 53565 16 54084 16 54603 14 55123 12 55643 10 56163 6
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,81614 6 82131 9 82649 10 83167 11 83685 12 84203 13 84720 15 85234 20 85751 22 86269 23 86787 24 87305 25 87824 24 88342 25 88861 24 89380 23 89899 23 90419 20 90939 19 91458 17 91978 15 92497 14 93017 11 93537 9
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,65525 3 66041 10 66558 13 67070 21 67587 23 68106 25 68625 25 69144 26 69663 27 70182 28 70701 28 71221 27 71741 26 72260 25 72779 23 73298 23 73817 22 74338 19 74858 18 75378 16 75898 14 76419 10 76941 3
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,656 3
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,93569 7 94085 10 94601 13 95119 16 95638 16 96155 18 96674 18 97193 18 97712 18 98231 17 98750 16 99269 16 99788 16 100307 16 100828 14 101347 12 101868 9 102389 4
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,74372 2 74888 7 75406 8 75923 12 76442 12 76961 12 77480 12 77999 12 78518 12 79037 13 79556 14 80075 14 80594 14 81113 14 81632 14 82151 14 82670 14 83189 14 83708 14 84228 13 84748 12 85268 11 85787 11 86306 11 86825 9 87345 8 87867 2
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,109144 9 109661 14 110180 16 110698 19 111217 19 111736 19 112255 19 112774 19 113294 18 113813 18 114333 17 114853 15 115374 12 115895 9
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,92555 3 93071 8 93590 9 94107 11 94626 12 95145 14 95664 14 96183 14 96702 14 97221 14 97740 16 98259 16 98778 16 99297 16 99816 16 100335 16 100854 16 101373 16 101892 16 102411 16 102930 16 103449 17 103969 16 104489 14 105008 14 105527 14 106047 13 106567 11 107087 8 107608 4
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,2776 6 3293 10 3812 10 4329 13 4848 14 5366 15 5884 15 6403 15 6922 14 7440 15 7958 16 8476 17 8995 15 9513 15 10031 15 10550 14 11069 14 11588 13 12107 12 12626 11 13145 9 13665 6
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,71797 4 72315 6 72833 7 73352 8 73871 9 74389 10 74908 10 75427 10 75946 10 76465 10 76984 11 77504 10 78023 10 78543 10 79062 10 79582 9 80101 9 80620 9 81140 8 81661 4
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,27178 3 27692 11 28210 14 28729 15 29248 16 29767 16 30287 15 30807 14 31328 12 31848 11 32367 11 32887 9 33407 7 33926 7 34446 5 34967 1
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,96211 4 96730 5 97248 7 97766 8 98284 9 98803 10 99323 9 99842 8 100361 8 100880 7 101398 7 101917 7 102435 9 102953 10 103472 11 103990 12 104509 11 105027 12 105546 11 106065 11 106584 11 107103 9 107622 9 108141 8 108661 5
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,119589 5 120106 9 120612 6 120624 10 121129 10 121143 11 121646 28 122163 30 122680 32 123197 34 123715 37 124234 37 124752 25 124778 13 125270 26 125298 14 125789 25 125819 12 126308 25 126338 12 126827 25 126859 10 127346 25 127379 8 127865 25 127900 5 128384 25 128903 24 129423 22 129943 21 130463 18 130987 7
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,37073 6 37590 10 38107 15 38625 18 39143 20 39661 23 40179 24 40697 25 41215 26 41734 26 42253 25 42772 24 43292 22 43812 21 44332 18 44851 16 45372 12
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,15296 8 15813 13 16331 16 16850 18 17367 21 17886 23 18405 25 18924 27 19445 25 19964 27 20483 28 21002 28 21521 28 22040 28 22561 26 23080 27 23601 26 24121 25 24641 24 25162 21 25683 18 26204 16 26725 13 27248 6
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,254 29 773 30 1294 26 1814 24 2334 22 2854 20 3377 16 3900 12 4419 12 4938 12 5457 14 5976 14 6494 15 7013 15 7531 16 8050 16 8569 16 9089 15 9607 16 10127 14 10646 13 11166 11 11685 10 12205 8 12726 4
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,52703 12 53219 17 53736 21 54254 22 54772 25 55289 27 55808 28 56326 30 56845 30 57362 33 57881 33 58400 33 58919 33 59438 33 59957 32 60476 31 60995 30 61514 30 62033 29 62552 28 63071 28 63590 26 64109 26 64628 24 65147 22 65668 19 66187 18 66707 14 67228 9
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,10148 13 10664 18 11181 21 11699 23 12219 23 12739 22 13258 23 13777 24 14295 25 14813 26 15332 26 15851 26 16371 25 16891 23 17411 21 17930 21 18448 22 18965 24 19484 23 20003 23 20522 21 21041 21 21560 21 22079 19 22598 19 23118 16 23638 13 24159 8
